,dob,photo_taken,age,file_path,gender,face_location,face_score,second_face_score
14904,726589,2014,24,94/43228094_1989-05-01_2014.jpg,1,"138, 115, 343, 320",4.994860390208003,
14905,724274,2010,27,10/43228110_1982-12-29_2010.jpg,1,"151, 121, 286, 256",4.498962030435283,
14906,726500,2014,24,40/43228140_1989-02-01_2014.jpg,1,"141, 141, 394, 394",3.167410528479339,
14909,728344,2013,18,22/43230022_1994-02-19_2013.jpg,1,"148, 64, 211, 126",3.237491399495673,
14912,728562,2014,19,02/43233802_1994-09-25_2014.jpg,0,"98, 74, 318, 294",3.2558883651322543,
14915,721082,2013,38,10/43236510_1974-04-03_2013.jpg,1,"115, 138, 320, 343",4.433171396689882,
14917,714503,2008,51,59/43238459_1956-03-29_2008.jpg,1,"146, 65, 291, 210",2.835194205458632,
14918,709706,1962,18,32/4324332_1943-02-09_1962.jpg,1,"131, 153, 327, 349",4.631192124898214,
14921,712339,2007,56,41/43247541_1950-04-26_2007.jpg,1,"32, 21, 126, 116",3.0726455357882347,
14923,693177,1940,42,14/432514_1897-11-07_1940.jpg,1,"46, 77, 184, 215",4.772959228496023,
14925,713711,2013,58,38/43253738_1954-01-27_2013.jpg,0,"171, 41, 244, 113",3.2276466204053698,
14926,724912,2008,23,91/43254291_1984-09-27_2008.jpg,1,"127, 99, 253, 224",3.92405861260192,
14929,722999,2013,33,75/432575_1979-07-03_2013.jpg,0,"35, 139, 346, 450",4.2732928963899335,
14930,709120,2013,71,65/43257765_1941-07-03_2013.jpg,1,"138, 206, 343, 411",4.194920456197703,
14931,720874,2014,40,93/43259293_1973-09-07_2014.jpg,1,"113, 141, 366, 394",4.343436406128802,
14936,716842,2012,49,66/43268366_1962-08-24_2012.jpg,1,"139, 96, 234, 192",4.045804775179101,
14938,706553,2015,80,57/4327157_1934-06-23_2015.jpg,1,"115, 96, 287, 268",4.0502469208196334,
14939,728285,2014,20,96/43272496_1993-12-22_2014.jpg,0,"141, 57, 267, 183",4.650790800683279,
14941,715751,2006,46,73/43273_1959-08-29_2006.jpg,0,"169, 226, 422, 478",2.926671669062864,
14942,727405,2015,23,59/43274359_1991-07-26_2015.jpg,0,"71, 118, 283, 330",4.390215364600608,
14944,729411,2015,17,37/43278237_1997-01-21_2015.jpg,1,"127, 127, 289, 289",4.284748933800998,
14946,712679,2012,60,90/432790_1951-04-01_2012.jpg,1,"113, 81, 258, 226",2.6779935939163444,
14948,723092,2011,31,61/4328061_1979-10-04_2011.jpg,1,"226, 81, 277, 133",2.6802076876449363,
14952,728211,2014,20,58/43283658_1993-10-09_2014.jpg,1,"63, 125, 249, 311",4.998619757188564,
14953,723404,2012,31,55/43284855_1980-08-11_2012.jpg,0,"181, 77, 266, 162",4.029131621697101,
14956,722417,2012,34,99/43286499_1977-11-28_2012.jpg,1,"61, 181, 331, 452",3.5003504326671666,
14958,724808,2013,28,85/43286985_1984-06-15_2013.jpg,1,"197, 212, 264, 279",2.673869667864357,
14959,723875,2008,26,30/4328730_1981-11-25_2008.jpg,0,"51, 34, 101, 84",3.339797052387801,
14960,728246,2011,17,19/43290519_1993-11-13_2011.jpg,-1,"95, 71, 200, 177",3.674582082819594,
14964,727067,2009,18,91/43292591_1990-08-22_2009.jpg,1,"120, 140, 298, 318",4.5072126111917,
14969,711799,2012,63,01/43296801_1948-11-02_2012.jpg,1,"169, 71, 295, 197",2.5664427759148114,
14972,725474,2014,27,71/5320071_1986-04-12_2014.jpg,1,"192, 96, 253, 157",2.6559812529091817,
14973,716901,2013,50,49/532149_1962-10-22_2013.jpg,1,"149, 130, 315, 297",2.821360037270352,
14975,715209,2010,51,92/5322492_1958-03-05_2010.jpg,1,"156, 60, 264, 168",3.0869525983273958,
14976,725637,2007,20,63/5322963_1986-09-22_2007.jpg,1,"134, 29, 197, 91",3.753111593375021,
14979,712790,2011,59,42/53242_1951-07-21_2011.jpg,1,"44, 89, 243, 287",3.585165343637508,
14980,717072,2010,46,56/532456_1963-04-11_2010.jpg,1,"120, 100, 298, 278",3.4565690867820646,
14981,717462,2008,43,47/5324647_1964-05-05_2008.jpg,1,"97, 53, 176, 132",3.3413464497378818,
14983,712809,2012,60,56/5325356_1951-08-09_2012.jpg,1,"146, 84, 333, 270",4.032783279201989,
14986,711762,2012,63,57/53257_1948-09-26_2012.jpg,0,"130, 149, 297, 315",4.674442837061412,
14988,715304,2013,54,50/532650_1958-06-08_2013.jpg,1,"112, 75, 278, 241",3.3850285604830583,
14991,724428,2007,23,43/5327343_1983-06-01_2007.jpg,1,"83, 48, 191, 155",2.910669876304942,
14993,703875,2013,85,10/5327710_1927-02-22_2013.jpg,1,"63, 104, 250, 291",3.17901176601062,
14994,710709,2010,64,31/532831_1945-11-08_2010.jpg,0,"128, 107, 320, 298",3.581587795641309,
14996,711765,2013,64,72/532872_1948-09-29_2013.jpg,1,"105, 105, 341, 341",3.7491092111703432,
14997,709929,2008,64,88/632188_1943-09-20_2008.jpg,1,"103, 57, 206, 160",4.525103150002707,
14998,717997,2012,46,08/632308_1965-10-22_2012.jpg,0,"63, 95, 204, 236",3.605004186515541,
14999,726391,2013,24,98/6323098_1988-10-15_2013.jpg,1,"151, 46, 286, 181",4.705493469940143,
15001,723392,2008,27,22/6323722_1980-07-30_2008.jpg,0,"123, 123, 343, 343",5.993864893719721,
15003,716157,2005,44,22/632422_1960-10-08_2005.jpg,1,"116, 103, 230, 217",4.424176040667508,
15004,724000,2012,29,64/6324364_1982-03-30_2012.jpg,1,"59, 79, 236, 256",4.112883578030048,
15005,714048,2005,50,98/632498_1954-12-30_2005.jpg,1,"161, 81, 305, 225",3.634020521218312,
15008,708840,2007,66,83/632683_1940-09-26_2007.jpg,1,"168, 75, 334, 241",2.564197158810887,
15009,724350,2013,29,43/6326843_1983-03-15_2013.jpg,1,"159, 29, 223, 93",2.860138260022412,
15010,724104,2012,29,79/6326979_1982-07-12_2012.jpg,0,"169, 29, 295, 154",3.003087564020258,
15014,707505,1984,46,80/63280_1937-01-30_1984.jpg,1,"114, 146, 258, 291",3.5102693129315097,
15015,718871,2011,42,86/6328186_1968-03-14_2011.jpg,1,"33, 130, 323, 420",2.773411270278973,
15017,708951,1974,32,83/63283_1941-01-15_1974.jpg,1,"52, 79, 170, 196",2.731402244871033,
15018,706821,2007,71,49/6328849_1935-03-18_2007.jpg,1,"121, 121, 256, 256",3.0346528613001573,
15019,723812,2007,25,78/6329578_1981-09-23_2007.jpg,1,"155, 71, 281, 197",4.547722783497401,
15020,718860,2013,44,19/6329619_1968-03-03_2013.jpg,1,"115, 92, 320, 297",5.454749617999634,
15023,726493,2008,18,49/7321049_1989-01-25_2008.jpg,1,"0, 39, 88, 127",6.1569789732015865,
15024,721061,2014,39,66/7322266_1974-03-13_2014.jpg,0,"99, 99, 225, 225",4.914975438323338,
15025,726411,2013,24,68/7323068_1988-11-04_2013.jpg,1,"117, 58, 247, 189",3.344011161524969,
15026,724815,2013,28,46/7323946_1984-06-22_2013.jpg,1,"99, 85, 225, 211",3.1020772399133683,
15027,713519,2007,53,50/732550_1953-07-19_2007.jpg,1,"68, 85, 219, 236",3.0810828616455668,
15028,721964,2010,33,43/7326243_1976-09-01_2010.jpg,0,"98, 98, 318, 318",5.145235610161605,
15029,723851,2009,27,58/7326258_1981-11-01_2009.jpg,0,"162, 111, 252, 202",3.0718002702400606,
15030,709194,1966,24,08/7326708_1941-09-15_1966.jpg,0,"38, 127, 152, 241",4.476262973957243,
15034,698663,1945,32,45/8320445_1912-11-15_1945.jpg,1,"136, 106, 271, 241",3.791402257497956,
15035,710183,2007,62,55/8320555_1944-05-31_2007.jpg,1,"114, 114, 228, 228",3.038313973231838,
15037,718007,2014,48,72/8321972_1965-11-01_2014.jpg,0,"74, 41, 148, 115",5.074531796971967,
15038,723757,2012,30,47/8322947_1981-07-30_2012.jpg,0,"154, 64, 268, 179",3.243397890202037,
15039,726843,2008,17,24/8324324_1990-01-10_2008.jpg,0,"55, 247, 301, 493",4.846444104187353,
15040,721649,2014,38,32/8324332_1975-10-22_2014.jpg,1,"70, 139, 381, 450",3.958105234170442,
15041,705845,1970,37,85/8325985_1932-07-15_1970.jpg,0,"144, 168, 358, 382",4.346249926405077,
15043,722807,2014,35,13/8328213_1978-12-23_2014.jpg,0,"107, 107, 298, 298",6.342662297213967,
15044,710818,1983,36,18/8329018_1946-02-25_1983.jpg,1,"205, 51, 358, 204",4.854921052091468,
15050,710556,2007,61,44/9321644_1945-06-08_2007.jpg,1,"152, 180, 276, 304",2.8005611924591216,
15051,711296,2015,67,60/932260_1947-06-18_2015.jpg,0,"107, 128, 298, 320",5.551193849868006,
15052,720131,2007,35,45/9322645_1971-08-26_2007.jpg,1,"150, 58, 224, 132",2.975617377243613,
15053,712081,2009,59,41/9322741_1949-08-11_2009.jpg,1,"120, 100, 298, 278",2.5139763738993013,
15057,702123,1960,37,87/932387_1922-05-07_1960.jpg,1,"50, 101, 163, 214",4.529082088777678,
15059,719394,2008,38,85/9326785_1969-08-19_2008.jpg,1,"138, 115, 343, 320",3.223470173920476,
15061,709923,2003,59,03/9327403_1943-09-14_2003.jpg,1,"55, 49, 110, 103",4.47229356735682,
15062,724410,2013,29,50/9328350_1983-05-14_2013.jpg,1,"38, 112, 204, 278",3.615202486159673,
15063,723565,2011,29,67/9329167_1981-01-19_2011.jpg,0,"150, 107, 341, 298",4.609315301885843,
15064,726178,2013,24,24/14201324_1988-03-16_2013.jpg,0,"86, 65, 183, 161",3.2813906152718277,
15066,724266,2008,25,25/14202625_1982-12-21_2008.jpg,1,"159, 57, 261, 159",3.703166712604736,
15069,725520,2015,28,13/14203213_1986-05-28_2015.jpg,1,"205, 56, 371, 222",3.934439067834223,
15072,722666,2011,32,05/1420505_1978-08-04_2011.jpg,1,"52, 70, 208, 225",4.927789956556941,
15074,715373,2008,49,56/142056_1958-08-16_2008.jpg,0,"128, 150, 320, 341",3.5435485666176154,
15076,725492,2014,27,25/14206625_1986-04-30_2014.jpg,0,"105, 158, 341, 394",5.0121308719624365,
15077,722492,2007,28,67/14207367_1978-02-11_2007.jpg,0,"95, 127, 380, 411",5.423652076635831,
15081,713778,1977,22,39/1420939_1954-04-04_1977.jpg,0,"46, 91, 250, 296",4.763095941248164,
15085,711963,2012,62,92/1421392_1949-04-15_2012.jpg,0,"151, 165, 273, 287",4.335355671569908,
15087,713383,2012,58,03/1421603_1953-03-05_2012.jpg,0,"147, 65, 293, 212",2.8836509841095075,
15088,706253,2011,77,54/1421654_1933-08-27_2011.jpg,0,"103, 77, 333, 307",4.128721166626398,
15089,720355,2008,35,58/1421758_1972-04-06_2008.jpg,1,"197, 85, 440, 337",4.733907016846981,
15091,720963,2007,33,57/1421957_1973-12-05_2007.jpg,0,"155, 99, 281, 225",4.684032200039502,
15092,722939,2007,27,89/14219589_1979-05-04_2007.jpg,1,"90, 45, 292, 247",2.5614702374700773,
15097,719865,2014,43,24/1422124_1970-12-03_2014.jpg,1,"119, 119, 472, 472",3.991315111191972,
15098,703768,2010,83,66/14221766_1926-11-07_2010.jpg,1,"93, 62, 185, 154",2.6022222503716126,
15099,715586,2012,52,66/14222166_1959-03-17_2012.jpg,1,"39, 116, 211, 288",3.46713235477815,
15104,715152,1987,28,00/1422400_1958-01-07_1987.jpg,0,"70, 139, 381, 450",3.387132716791188,
15105,712095,2012,62,41/142241_1949-08-25_2012.jpg,1,"65, 97, 355, 388",4.407852901341407,
15106,718491,2007,39,28/1422428_1967-02-28_2007.jpg,1,"167, 72, 238, 142",2.5454258201041866,
15107,712973,2007,54,42/142242_1952-01-20_2007.jpg,1,"158, 61, 266, 169",3.733182661958341,
15110,710274,2009,64,88/1422488_1944-08-30_2009.jpg,1,"179, 80, 268, 169",2.58997601786984,
15111,704035,2002,74,36/1422536_1927-08-01_2002.jpg,1,"139, 156, 294, 312",3.599794337557713,
15116,710957,1956,9,94/14230494_1946-07-14_1956.jpg,1,"92, 138, 297, 343",3.965857716539197,
15118,723948,2013,30,44/1423144_1982-02-06_2013.jpg,1,"168, 84, 317, 234",5.3338137698780255,
15119,717853,2009,43,93/1423193_1965-05-31_2009.jpg,0,"135, 113, 337, 315",4.557933498609853,
15123,725388,2007,20,55/14233055_1986-01-16_2007.jpg,1,"114, 51, 227, 164",2.8424409820945056,
15124,714788,2013,55,66/14233166_1957-01-08_2013.jpg,1,"125, 175, 349, 399",4.607617131167206,
15125,714978,2009,51,34/1423334_1957-07-17_2009.jpg,0,"115, 115, 320, 320",3.3582885392181105,
15128,707024,1966,30,19/14237519_1935-10-07_1966.jpg,1,"0, 133, 299, 432",4.012104561441305,
15131,711127,2009,62,46/1423846_1946-12-31_2009.jpg,0,"128, 128, 320, 320",3.0835363294884903,
15135,715300,2014,55,53/1423953_1958-06-04_2014.jpg,1,"156, 85, 284, 213",3.6561998702530087,
15136,709480,2008,65,95/142395_1942-06-28_2008.jpg,1,"160, 62, 269, 171",4.575351268415883,
15138,726856,2008,17,83/14242083_1990-01-23_2008.jpg,0,"124, 48, 209, 133",3.6876279400909615,
15140,726455,2009,20,93/14244093_1988-12-18_2009.jpg,1,"209, 65, 352, 208",3.459099359323025,
15141,706635,2008,73,84/14245584_1934-09-13_2008.jpg,1,"90, 90, 250, 250",3.0883295257166785,
15142,700830,1950,31,98/14245798_1918-10-22_1950.jpg,1,"156, 104, 312, 260",3.9075160752917006,
15143,704623,2009,79,31/14246131_1929-03-11_2009.jpg,1,"92, 92, 366, 366",3.798999878362932,
15145,720768,2009,35,84/1424684_1973-05-24_2009.jpg,1,"164, 21, 348, 205",4.368506819675572,
15147,711261,1969,21,91/1424791_1947-05-14_1969.jpg,0,"155, 39, 329, 213",4.780927500578642,
15151,723733,2015,33,37/14248637_1981-07-06_2015.jpg,1,"183, 71, 309, 197",3.937506994042846,
15154,717668,2010,45,14/1425014_1964-11-27_2010.jpg,1,"201, 138, 295, 232",3.169014781525004,
15155,715647,2001,41,07/1425107_1959-05-17_2001.jpg,1,"30, 119, 164, 253",5.13985520039373,
15156,712574,2009,58,67/14251567_1950-12-17_2009.jpg,1,"67, 112, 267, 312",3.464195312929143,
15157,704710,1949,19,50/14252450_1929-06-06_1949.jpg,0,"39, 48, 126, 136",5.442452450995238,
15158,723104,2012,32,25/14252825_1979-10-16_2012.jpg,0,"120, 80, 298, 258",4.99355772464064,
15159,717348,2010,45,28/142528_1964-01-12_2010.jpg,1,"150, 100, 238, 189",3.5062381900449195,
15161,720969,2012,38,40/142540_1973-12-11_2012.jpg,1,"112, 186, 278, 352",4.123555906421908,
15162,719134,2012,43,48/142548_1968-12-02_2012.jpg,0,"92, 69, 297, 274",5.016742593044665,
15163,722923,2009,29,53/14254953_1979-04-18_2009.jpg,0,"79, 184, 315, 420",5.83791881728704,
15164,714329,2013,57,50/142550_1955-10-07_2013.jpg,1,"183, 71, 246, 133",2.8425245663101717,
15165,719108,2007,38,52/142552_1968-11-06_2007.jpg,1,"158, 158, 394, 394",3.13827919189531,
15166,710994,2008,61,54/142554_1946-08-20_2008.jpg,0,"67, 112, 268, 312",4.477877200715002,
15167,723369,2010,29,56/142556_1980-07-07_2010.jpg,0,"123, 172, 343, 392",5.157085425640985,
15168,721493,2011,35,81/1425581_1975-05-19_2011.jpg,1,"82, 41, 144, 102",2.6004716989284957,
15172,721392,2011,35,37/14259537_1975-02-07_2011.jpg,1,"93, 93, 260, 260",4.040289139490642,
15173,709092,2008,66,56/1425956_1941-06-05_2008.jpg,1,"128, 107, 320, 298",3.4672781266111667,
15175,718707,2011,43,79/14261679_1967-10-02_2011.jpg,1,"120, 144, 335, 359",3.220870159068122,
15176,725555,2011,24,92/14263192_1986-07-02_2011.jpg,1,"67, 89, 267, 289",6.156418652606099,
15177,714236,2007,51,12/14264612_1955-07-06_2007.jpg,1,"182, 57, 284, 159",4.105146357718102,
15178,701404,1945,24,78/14265278_1920-05-18_1945.jpg,1,"152, 48, 236, 132",2.8770641224825177,
15180,708274,2010,70,81/1426881_1939-03-10_2010.jpg,1,"185, 68, 271, 155",2.828745384671869,
15181,715799,2007,47,27/14268827_1959-10-16_2007.jpg,1,"51, 127, 278, 354",4.672189697698813,
15183,698390,1945,32,04/14269604_1912-02-16_1945.jpg,1,"42, 106, 232, 295",5.013335130232027,
15184,708449,2014,74,98/142698_1939-09-01_2014.jpg,0,"105, 105, 341, 341",4.337399125015225,
15185,706604,1950,15,07/14270207_1934-08-13_1950.jpg,0,"48, 55, 110, 117",5.355284820403112,
15192,723271,2009,28,25/14275425_1980-03-31_2009.jpg,0,"180, 40, 268, 129",3.824432054695392,
15193,724697,2011,26,81/14276181_1984-02-25_2011.jpg,1,"195, 93, 270, 168",2.948590302959131,
15197,705777,2005,72,00/1427800_1932-05-08_2005.jpg,0,"120, 135, 253, 268",3.2314336666295174,
15198,711449,2015,67,16/14278316_1947-11-18_2015.jpg,1,"41, 41, 164, 164",4.243687409247629,
15199,703556,2010,83,79/14279_1926-04-09_2010.jpg,1,"65, 194, 355, 485",3.858760077705682,
15201,721799,2014,37,09/142809_1976-03-20_2014.jpg,1,"136, 46, 271, 181",3.056311654847047,
15205,721224,2010,35,88/14282588_1974-08-23_2010.jpg,1,"79, 132, 315, 367",5.897890859790132,
15207,712122,2011,61,05/1428505_1949-09-21_2011.jpg,1,"92, 69, 297, 274",3.1570318891744327,
15208,722764,2010,31,21/1428521_1978-11-10_2010.jpg,0,"120, 100, 298, 278",5.155740589617084,
15209,711933,2007,57,64/142864_1949-03-16_2007.jpg,1,"168, 47, 250, 130",2.9823273565177253,
15211,702967,2005,80,70/142870_1924-08-28_2005.jpg,1,"79, 95, 220, 236",3.1188474090372096,
15213,701249,1969,49,17/1428817_1919-12-15_1969.jpg,1,"94, 67, 215, 188",2.7398533940896552,
15214,715910,1980,19,55/14288355_1960-02-04_1980.jpg,-1,"79, 184, 315, 420",3.92397462267889,
15217,725437,2015,28,94/14290994_1986-03-06_2015.jpg,1,"57, 169, 309, 422",3.3581832907573306,
15218,716064,2010,49,43/1429143_1960-07-07_2010.jpg,1,"93, 93, 260, 260",3.915660844645187,
15220,723292,2015,34,21/14291921_1980-04-21_2015.jpg,1,"70, 104, 381, 416",5.008859669251056,
15221,715876,2008,48,10/1429210_1960-01-01_2008.jpg,1,"102, 64, 217, 179",3.5606381588932248,
15223,708829,2006,65,35/142935_1940-09-15_2006.jpg,1,"186, 223, 269, 306",3.5308241840741474,
15224,717525,2012,47,50/14295550_1964-07-07_2012.jpg,-1,"155, 99, 281, 225",3.9288771811529526,
15227,719924,2006,34,53/1429653_1971-01-31_2006.jpg,0,"147, 63, 241, 157",3.064207535109061,
15232,710840,2005,58,65/2420165_1946-03-19_2005.jpg,1,"175, 52, 267, 144",4.431072317898855,
15233,725843,2011,23,23/2420223_1987-04-16_2011.jpg,1,"136, 78, 310, 252",3.0320437862525136,
15234,723995,2014,31,90/24202290_1982-03-25_2014.jpg,0,"98, 98, 318, 318",5.627802847089448,
15236,712563,2012,61,11/2420311_1950-12-06_2012.jpg,0,"154, 47, 260, 153",5.588896660414232,
15238,713561,2012,58,31/24204031_1953-08-30_2012.jpg,1,"124, 96, 247, 220",5.033426132156343,
15239,717414,2007,42,03/2420403_1964-03-18_2007.jpg,1,"67, 84, 218, 235",4.296087858686792,
15246,721821,2010,33,70/24209170_1976-04-11_2010.jpg,1,"183, 71, 309, 197",2.6991010517095697,
15251,708961,1975,33,64/2421164_1941-01-25_1975.jpg,1,"53, 80, 292, 319",2.9736483423907445,
15254,725470,2007,20,69/2421469_1986-04-08_2007.jpg,1,"133, 103, 264, 235",2.768376467569226,
15259,725326,2014,28,32/24216532_1985-11-15_2014.jpg,0,"217, 52, 294, 129",5.494123872910728,
15260,705178,1975,44,99/2421699_1930-09-17_1975.jpg,1,"112, 28, 238, 154",2.9388458903713204,
15261,722589,2009,30,39/24217539_1978-05-19_2009.jpg,0,"112, 88, 184, 160",2.585609357503912,
15266,721804,2014,37,84/24220384_1976-03-25_2014.jpg,1,"292, 60, 381, 150",3.2072979306421807,
15268,724535,2006,22,45/24222345_1983-09-16_2006.jpg,0,"176, 43, 239, 105",2.8388762122585294,
15275,719009,2011,42,87/24225787_1968-07-30_2011.jpg,0,"51, 67, 201, 218",4.175889373701288,
15278,726537,2011,21,99/24226999_1989-03-10_2011.jpg,1,"50, 50, 164, 164",4.0422956309103455,
15279,728084,2014,20,60/24227160_1993-06-04_2014.jpg,1,"130, 70, 208, 147",3.61814525463999,
15280,726102,2014,26,46/24227646_1987-12-31_2014.jpg,1,"162, 65, 307, 210",3.6107855908612856,
15281,722710,2014,35,74/2422774_1978-09-17_2014.jpg,1,"84, 60, 191, 167",3.408441677812898,
15283,709761,1975,31,21/2422821_1943-04-05_1975.jpg,1,"76, 76, 301, 301",5.01927089296104,
15284,726607,2013,23,82/24228982_1989-05-19_2013.jpg,1,"179, 63, 259, 143",3.4415479357074457,
15285,726886,2011,20,31/24229031_1990-02-22_2011.jpg,1,"165, 20, 224, 79",2.798483233073421,
15288,724897,2010,25,18/24230218_1984-09-12_2010.jpg,1,"68, 27, 191, 150",3.099542376445445,
15289,726414,2014,25,25/24230625_1988-11-07_2014.jpg,1,"123, 98, 343, 318",3.324659413387578,
15291,726038,2013,25,89/24231089_1987-10-28_2013.jpg,0,"136, 197, 271, 331",3.4068907754971187,
15292,710975,1956,9,38/2423138_1946-08-01_1956.jpg,0,"105, 184, 341, 420",3.03077692406591,
15293,725136,2013,27,86/2423186_1985-05-09_2013.jpg,1,"0, 147, 264, 411",3.2387398288339866,
15294,726980,2013,22,31/24231931_1990-05-27_2013.jpg,1,"130, 112, 297, 278",4.83488297810299,
15295,720569,2012,39,19/242319_1972-11-06_2012.jpg,0,"139, 87, 294, 242",6.074512880427574,
15296,727468,2012,20,41/24232841_1991-09-27_2012.jpg,1,"206, 47, 290, 131",2.6307069999419768,
15298,716075,2006,45,24/2423324_1960-07-18_2006.jpg,0,"45, 39, 95, 90",5.2305849253960375,
15300,710686,1971,25,76/24234476_1945-10-16_1971.jpg,1,"98, 147, 318, 367",3.31877556237011,
15302,725469,2011,24,45/24235545_1986-04-07_2011.jpg,1,"186, 75, 352, 241",4.349266800194847,
15303,725572,2011,24,78/24235778_1986-07-19_2011.jpg,1,"127, 91, 208, 171",2.7294010744592456,
15306,727918,2010,17,04/24237604_1992-12-20_2010.jpg,0,"46, 62, 185, 200",4.496011832624399,
15307,721195,2012,37,99/24237899_1974-07-25_2012.jpg,1,"167, 77, 281, 192",3.786288236456764,
15310,698207,1962,50,16/242416_1911-08-17_1962.jpg,1,"113, 113, 366, 366",4.36853310491058,
15317,725524,2012,25,51/24244851_1986-06-01_2012.jpg,1,"146, 97, 291, 242",3.3192152728220976,
15318,723937,2009,26,20/24244920_1982-01-26_2009.jpg,1,"95, 36, 202, 142",3.8856732517401458,
15319,725497,2012,25,12/24245012_1986-05-05_2012.jpg,1,"139, 43, 234, 138",3.2195988615323707,
15320,724648,2013,28,70/242470_1984-01-07_2013.jpg,1,"150, 64, 341, 256",3.94952559893958,
15321,725461,2012,25,43/2424743_1986-03-30_2012.jpg,1,"112, 196, 363, 447",3.937386185108416,
15324,721136,2007,32,98/2424998_1974-05-27_2007.jpg,0,"101, 78, 201, 178",3.911134727743423,
15325,707675,1981,43,26/2425026_1937-07-19_1981.jpg,1,"46, 55, 129, 138",4.012220130266131,
15329,725516,2011,24,15/24256415_1986-05-24_2011.jpg,1,"207, 98, 315, 206",5.157238010006845,
15332,711906,2008,58,34/24257034_1949-02-17_2008.jpg,1,"30, 60, 164, 194",4.2438467931052095,
15333,704343,2008,79,70/242570_1928-06-04_2008.jpg,0,"107, 150, 298, 341",2.9426309784032165,
15335,723281,2011,30,45/24257545_1980-04-10_2011.jpg,1,"158, 260, 241, 343",3.4954905358610477,
15339,722730,2011,32,67/24260367_1978-10-07_2011.jpg,1,"206, 46, 411, 251",4.050500647887297,
15341,725036,2013,27,82/2426382_1985-01-29_2013.jpg,0,"100, 100, 278, 278",3.3797798491762685,
15342,721625,2014,38,90/2426390_1975-09-28_2014.jpg,1,"57, 141, 309, 394",4.090576897479801,
15343,719524,2011,41,07/2426607_1969-12-27_2011.jpg,0,"53, 79, 289, 315",3.793432343303441,
15344,726334,2014,25,96/24268296_1988-08-19_2014.jpg,1,"159, 20, 338, 198",3.7593394088977137,
15353,728056,2013,19,27/24285327_1993-05-07_2013.jpg,0,"111, 74, 220, 183",2.5219460696515847,
15357,716656,1981,18,72/242872_1962-02-19_1981.jpg,0,"162, 130, 307, 274",2.8390916751825506,
15358,725621,2008,21,39/2428739_1986-09-06_2008.jpg,0,"146, 229, 239, 322",2.668035725321672,
15359,725107,2011,25,92/24288392_1985-04-10_2011.jpg,1,"150, 86, 342, 277",5.141797337553145,
15360,716850,1986,23,90/2429090_1962-09-01_1986.jpg,1,"68, 96, 191, 218",3.8685105335922474,
15362,727088,2010,19,57/24292757_1990-09-12_2010.jpg,1,"104, 139, 416, 450",5.886379522522394,
15363,693838,1940,40,48/24293048_1899-08-30_1940.jpg,1,"47, 71, 260, 283",4.906135703473948,
15365,721794,2012,35,40/2429440_1976-03-15_2012.jpg,1,"155, 99, 281, 225",2.524360173060374,
15366,723811,2011,29,13/2429713_1981-09-22_2011.jpg,0,"191, 122, 346, 277",5.601849929436732,
15367,720141,2013,41,66/24297166_1971-09-05_2013.jpg,1,"169, 102, 320, 253",3.986636525407408,
15369,723535,2015,34,11/2429811_1980-12-20_2015.jpg,1,"180, 80, 268, 169",3.247904632739273,
15371,711274,2014,66,44/3420044_1947-05-27_2014.jpg,1,"105, 131, 340, 366",4.041106802545643,
15372,724916,2013,28,58/34205958_1984-10-01_2013.jpg,-1,"136, 106, 271, 241",3.6979053739008503,
15375,711129,2014,66,94/34206894_1947-01-02_2014.jpg,1,"149, 149, 232, 232",3.285663678553522,
15376,723542,2014,33,06/3420806_1980-12-27_2014.jpg,1,"181, 53, 248, 120",4.2920025196721525,
15377,726036,2011,23,58/34208858_1987-10-26_2011.jpg,0,"128, 107, 320, 298",3.78901633399801,
15381,722057,2012,35,39/34214339_1976-12-03_2012.jpg,1,"149, 112, 315, 278",3.70384908505485,
15382,728149,2010,16,23/34214923_1993-08-08_2010.jpg,1,"51, 102, 204, 256",3.591600689376558,
15385,717108,2010,46,19/34217219_1963-05-17_2010.jpg,1,"103, 89, 235, 220",4.1878921508633375,
15386,717950,2000,34,89/34217889_1965-09-05_2000.jpg,1,"170, 49, 242, 121",4.5512955243575295,
15390,717905,2011,45,27/3421927_1965-07-22_2011.jpg,1,"138, 172, 445, 480",4.056662835938629,
15394,711935,2007,57,86/3422186_1949-03-18_2007.jpg,0,"75, 186, 408, 520",2.581152998749983,
15395,716513,2010,48,46/34223846_1961-09-29_2010.jpg,1,"83, 47, 189, 153",4.4632474503870885,
15398,701868,1970,48,56/342256_1921-08-25_1970.jpg,1,"85, 169, 337, 422",5.230046852424378,
15400,705615,1956,24,74/34226374_1931-11-28_1956.jpg,0,"96, 120, 310, 334",4.787756239364038,
15402,722687,2008,29,28/34227028_1978-08-25_2008.jpg,1,"154, 66, 253, 165",4.553365089615299,
15403,721365,2008,32,84/342284_1975-01-11_2008.jpg,1,"162, 162, 225, 225",2.5750855602829272,
15404,716503,2010,48,33/34229433_1961-09-19_2010.jpg,1,"40, 60, 220, 240",4.1670974437184505,
15407,718950,2011,42,06/342306_1968-06-01_2011.jpg,1,"184, 62, 294, 171",4.081246520779564,
15412,725809,2009,21,48/3423448_1987-03-13_2009.jpg,1,"146, 97, 291, 242",4.06232735763085,
15414,719761,2006,35,73/34234573_1970-08-21_2006.jpg,1,"136, 136, 271, 271",4.100351272038817,
